full_name;name;owner;url;stars;forks;data-origin
aviral10x/scaffold-noir;scaffold-noir;aviral10x;https://github.com/aviral10x/scaffold-noir/;;;new-openq-export
avoisavo/scar;scar;avoisavo;https://github.com/avoisavo/scar/;;;new-openq-export
ayechanst/block-paper-scissors;block-paper-scissors;ayechanst;https://github.com/ayechanst/block-paper-scissors/;;;new-openq-export
ayechanst/debt-manager;debt-manager;ayechanst;https://github.com/ayechanst/debt-manager/;;;new-openq-export
ayechanst/house-dao;house-dao;ayechanst;https://github.com/ayechanst/house-dao/;;;new-openq-export
ayush-ranjan-official/starknet-ai-freelancing-dapp;starknet-ai-freelancing-dapp;ayush-ranjan-official;https://github.com/ayush-ranjan-official/starknet-ai-freelancing-dapp/;;;new-openq-export
bagariaraj23/heal-eth;heal-eth;bagariaraj23;https://github.com/bagariaraj23/heal-eth/;;;new-openq-export
band-of-buidlers/starknet-eventoors;starknet-eventoors;band-of-buidlers;https://github.com/band-of-buidlers/starknet-eventoors/;;;new-openq-export
baohg1508/speedrunstark;speedrunstark;baohg1508;https://github.com/baohg1508/speedrunstark/;;;new-openq-export
barretodavid/netlify-test;netlify-test;barretodavid;https://github.com/barretodavid/netlify-test/;;;new-openq-export
barretodavid/scaffold-apibara;scaffold-apibara;barretodavid;https://github.com/barretodavid/scaffold-apibara/;;;new-openq-export
bartkownacki/scaffold-eth-dynamic;scaffold-eth-dynamic;bartkownacki;https://github.com/bartkownacki/scaffold-eth-dynamic/;;;new-openq-export
basil01/starknet_basecamp12;starknet_basecamp12;basil01;https://github.com/basil01/starknet_basecamp12/;;;new-openq-export
begeisti/reserveth2;reserveth2;begeisti;https://github.com/begeisti/reserveth2/;;;new-openq-export
bereket-g/simple-dao-astu-training;simple-dao-astu-training;bereket-g;https://github.com/bereket-g/simple-dao-astu-training/;;;new-openq-export
bg-expiriments/scaffold-eth-2-noir;scaffold-eth-2-noir;bg-expiriments;https://github.com/bg-expiriments/scaffold-eth-2-noir/;;;new-openq-export
bitcryptodev/frogverse_on_linea;frogverse_on_linea;bitcryptodev;https://github.com/bitcryptodev/frogverse_on_linea/;;;new-openq-export
bitcryptodev/neo_art;neo_art;bitcryptodev;https://github.com/bitcryptodev/neo_art/;;;new-openq-export
blackstarkgoku/starksight;starksight;blackstarkgoku;https://github.com/blackstarkgoku/starksight/;;;new-openq-export
blahkheart/dgtoken-splitter;dgtoken-splitter;blahkheart;https://github.com/blahkheart/dgtoken-splitter/;;;new-openq-export
blinklabs-ai/blinklabs-custom-template-dev;blinklabs-custom-template-dev;blinklabs-ai;https://github.com/blinklabs-ai/blinklabs-custom-template-dev/;;;new-openq-export
bleyle823/kohlenstoff;kohlenstoff;bleyle823;https://github.com/bleyle823/kohlenstoff/;;;new-openq-export
bravardev/starknet-basecamp12-project;starknet-basecamp12-project;bravardev;https://github.com/bravardev/starknet-basecamp12-project/;;;new-openq-export
bubon-ik/1inch-hachathon;1inch-hachathon;bubon-ik;https://github.com/bubon-ik/1inch-hachathon/;;;new-openq-export
bubon-ik/unite-defi-1inch-clear-new;unite-defi-1inch-clear-new;bubon-ik;https://github.com/bubon-ik/unite-defi-1inch-clear-new/;;;new-openq-export
bubon-ik/unite-defi-1inch-hackathon;unite-defi-1inch-hackathon;bubon-ik;https://github.com/bubon-ik/unite-defi-1inch-hackathon/;;;new-openq-export
buidlguidl/batch19.buidlguidl.com;batch19.buidlguidl.com;buidlguidl;https://github.com/buidlguidl/batch19.buidlguidl.com/;;;new-openq-export
c1scott/webskey-eth-scaffold-base;webskey-eth-scaffold-base;c1scott;https://github.com/c1scott/webskey-eth-scaffold-base/;;;new-openq-export
cacosta88/wenbugfixsir;wenbugfixsir;cacosta88;https://github.com/cacosta88/wenbugfixsir/;;;new-openq-export
cansyland/ethonlinehackathon23;ethonlinehackathon23;cansyland;https://github.com/cansyland/ethonlinehackathon23/;;;new-openq-export
catapulta-sh/catapulta-hardhat-template;catapulta-hardhat-template;catapulta-sh;https://github.com/catapulta-sh/catapulta-hardhat-template/;;;new-openq-export
ccolorado/upgraded-carnival;upgraded-carnival;ccolorado;https://github.com/ccolorado/upgraded-carnival/;;;new-openq-export
cesarhenrq/challenge-2-token-vendor;challenge-2-token-vendor;cesarhenrq;https://github.com/cesarhenrq/challenge-2-token-vendor/;;;new-openq-export
chinesepowered/scaffold-eth-2;scaffold-eth-2;chinesepowered;https://github.com/chinesepowered/scaffold-eth-2/;;;new-openq-export
chipi-pay/chipi-btc;chipi-btc;chipi-pay;https://github.com/chipi-pay/chipi-btc/;;;new-openq-export
chuksremi15/colorcitynft;colorcitynft;chuksremi15;https://github.com/chuksremi15/colorcitynft/;;;new-openq-export
chuksremi15/ens_createsubname_smartcontract;ens_createsubname_smartcontract;chuksremi15;https://github.com/chuksremi15/ens_createsubname_smartcontract/;;;new-openq-export
claudiohermida/eth-kipu-2025-tp-mod-4;eth-kipu-2025-tp-mod-4;claudiohermida;https://github.com/claudiohermida/eth-kipu-2025-tp-mod-4/;;;new-openq-export
codingmickey/eth-india-23;eth-india-23;codingmickey;https://github.com/codingmickey/eth-india-23/;;;new-openq-export
coolcode/monad-demo;monad-demo;coolcode;https://github.com/coolcode/monad-demo/;;;new-openq-export
cosmic-org/npc-day-bangkok-demo;npc-day-bangkok-demo;cosmic-org;https://github.com/cosmic-org/npc-day-bangkok-demo/;;;new-openq-export
d9j9v/eth-online-2023;eth-online-2023;d9j9v;https://github.com/d9j9v/eth-online-2023/;;;new-openq-export
d9j9v/habits;habits;d9j9v;https://github.com/d9j9v/habits/;;;new-openq-export
daggerhashimoto/bps-contracts;bps-contracts;daggerhashimoto;https://github.com/daggerhashimoto/bps-contracts/;;;new-openq-export
dalongcoder0522/scaffold-stark-crowd-funding;scaffold-stark-crowd-funding;dalongcoder0522;https://github.com/dalongcoder0522/scaffold-stark-crowd-funding/;;;new-openq-export
danielapena/starknet-scaffold;starknet-scaffold;danielapena;https://github.com/danielapena/starknet-scaffold/;;;new-openq-export
daningyn/tinybid-nillion-blind-app;tinybid-nillion-blind-app;daningyn;https://github.com/daningyn/tinybid-nillion-blind-app/;;;new-openq-export
daromacs/scaffold-starknet;scaffold-starknet;daromacs;https://github.com/daromacs/scaffold-starknet/;;;new-openq-export
darshitbhalodi5/zk-model-verify;zk-model-verify;darshitbhalodi5;https://github.com/darshitbhalodi5/zk-model-verify/;;;new-openq-export
davidryan59/moving-mondrian;moving-mondrian;davidryan59;https://github.com/davidryan59/moving-mondrian/;;;new-openq-export
deapinkme/ethbelgrade25;ethbelgrade25;deapinkme;https://github.com/deapinkme/ethbelgrade25/;;;new-openq-export
decentralizedgeo/astral-logbook;astral-logbook;decentralizedgeo;https://github.com/decentralizedgeo/astral-logbook/;;;new-openq-export
deevinefayvour/foodmart;foodmart;deevinefayvour;https://github.com/deevinefayvour/foodmart/;;;new-openq-export
deevinefayvour/mascot-svg-nft;mascot-svg-nft;deevinefayvour;https://github.com/deevinefayvour/mascot-svg-nft/;;;new-openq-export
deosaju/spooky;spooky;deosaju;https://github.com/deosaju/spooky/;;;new-openq-export
derekqdang/blockchain-based-smart-contracts;blockchain-based-smart-contracts;derekqdang;https://github.com/derekqdang/blockchain-based-smart-contracts/;;;new-openq-export
dhaiwat10/sre-challenge-dex;sre-challenge-dex;dhaiwat10;https://github.com/dhaiwat10/sre-challenge-dex/;;;new-openq-export
dhaiwat10/sre-challenge-lending;sre-challenge-lending;dhaiwat10;https://github.com/dhaiwat10/sre-challenge-lending/;;;new-openq-export
diego-g-o/spritecraft;spritecraft;diego-g-o;https://github.com/diego-g-o/spritecraft/;;;new-openq-export
dimitrk/starknet-basecamp-12;starknet-basecamp-12;dimitrk;https://github.com/dimitrk/starknet-basecamp-12/;;;new-openq-export
dipanshuhappy/mintelligent;mintelligent;dipanshuhappy;https://github.com/dipanshuhappy/mintelligent/;;;new-openq-export
distroinfinity/ethindia23;ethindia23;distroinfinity;https://github.com/distroinfinity/ethindia23/;;;new-openq-export
dmtrbch/basecamp12-counter;basecamp12-counter;dmtrbch;https://github.com/dmtrbch/basecamp12-counter/;;;new-openq-export
easierdata/logbook-filecoin;logbook-filecoin;easierdata;https://github.com/easierdata/logbook-filecoin/;;;new-openq-export
echizen512/frog;frog;echizen512;https://github.com/echizen512/frog/;;;new-openq-export
echizen512/rws-forge;rws-forge;echizen512;https://github.com/echizen512/rws-forge/;;;new-openq-export
elitecoder20/stormbit;stormbit;elitecoder20;https://github.com/elitecoder20/stormbit/;;;new-openq-export
emudoteth/dopefi;dopefi;emudoteth;https://github.com/emudoteth/dopefi/;;;new-openq-export
ender13120/worldboat-frontend-deployed;worldboat-frontend-deployed;ender13120;https://github.com/ender13120/worldboat-frontend-deployed/;;;new-openq-export
enebeliemmanuel/eth-accra-v1;eth-accra-v1;enebeliemmanuel;https://github.com/enebeliemmanuel/eth-accra-v1/;;;new-openq-export
ennea8/twitter3;twitter3;ennea8;https://github.com/ennea8/twitter3/;;;new-openq-export
escottalexander/onchain-impact-dashboard;onchain-impact-dashboard;escottalexander;https://github.com/escottalexander/onchain-impact-dashboard/;;;new-openq-export
estheroche/stylus-dapp;stylus-dapp;estheroche;https://github.com/estheroche/stylus-dapp/;;;new-openq-export
eth-ecuador/proovacy;proovacy;eth-ecuador;https://github.com/eth-ecuador/proovacy/;;;new-openq-export
ethaninmel/starknet-nft-tutorial;starknet-nft-tutorial;ethaninmel;https://github.com/ethaninmel/starknet-nft-tutorial/;;;new-openq-export
ethglobalid/ethglobal-id;ethglobal-id;ethglobalid;https://github.com/ethglobalid/ethglobal-id/;;;new-openq-export
exam-fun/exam-fun;exam-fun;exam-fun;https://github.com/exam-fun/exam-fun/;;;new-openq-export
ezframes/ezframes;ezframes;ezframes;https://github.com/ezframes/ezframes/;;;new-openq-export
fahmedo/token-vendor-smart-contract;token-vendor-smart-contract;fahmedo;https://github.com/fahmedo/token-vendor-smart-contract/;;;new-openq-export
felipecerinzasick/findr-front;findr-front;felipecerinzasick;https://github.com/felipecerinzasick/findr-front/;;;new-openq-export
fil-builders/onrampdemo;onrampdemo;fil-builders;https://github.com/fil-builders/onrampdemo/;;;new-openq-export
francesheep/coupontestyl1;coupontestyl1;francesheep;https://github.com/francesheep/coupontestyl1/;;;new-openq-export
fruteroclub/eth-samba;eth-samba;fruteroclub;https://github.com/fruteroclub/eth-samba/;;;new-openq-export
futuremindsteam/starklotto;starklotto;futuremindsteam;https://github.com/futuremindsteam/starklotto/;;;new-openq-export
futuremindsteam/starklotto-adapter;starklotto-adapter;futuremindsteam;https://github.com/futuremindsteam/starklotto-adapter/;;;new-openq-export
geinergv/starknet-ch0;starknet-ch0;geinergv;https://github.com/geinergv/starknet-ch0/;;;new-openq-export
geinergv/starknet-ch1;starknet-ch1;geinergv;https://github.com/geinergv/starknet-ch1/;;;new-openq-export
gianalarcon/vrf-consumer;vrf-consumer;gianalarcon;https://github.com/gianalarcon/vrf-consumer/;;;new-openq-export
giorgisheklashvili/curated-yelp;curated-yelp;giorgisheklashvili;https://github.com/giorgisheklashvili/curated-yelp/;;;new-openq-export
gnosischain/scaffold-gnosischain;scaffold-gnosischain;gnosischain;https://github.com/gnosischain/scaffold-gnosischain/;;;new-openq-export
govardhan666/bro_fights;bro_fights;govardhan666;https://github.com/govardhan666/bro_fights/;;;new-openq-export
govardhan666/bro_fights_on_aia_testnet;bro_fights_on_aia_testnet;govardhan666;https://github.com/govardhan666/bro_fights_on_aia_testnet/;;;new-openq-export
govardhan666/bro_fights_tech_fairness_hackathon;bro_fights_tech_fairness_hackathon;govardhan666;https://github.com/govardhan666/bro_fights_tech_fairness_hackathon/;;;new-openq-export
govardhan666/scroll-games;scroll-games;govardhan666;https://github.com/govardhan666/scroll-games/;;;new-openq-export
grahamtallen/sallycatnft;sallycatnft;grahamtallen;https://github.com/grahamtallen/sallycatnft/;;;new-openq-export
grahamtallen/uniswap-v2-mvp;uniswap-v2-mvp;grahamtallen;https://github.com/grahamtallen/uniswap-v2-mvp/;;;new-openq-export
gravityforce04/fyp;fyp;gravityforce04;https://github.com/gravityforce04/fyp/;;;new-openq-export
greenishpluto2/greenish;greenish;greenishpluto2;https://github.com/greenishpluto2/greenish/;;;new-openq-export
grindytech/openmark-cairo-examples;openmark-cairo-examples;grindytech;https://github.com/grindytech/openmark-cairo-examples/;;;new-openq-export
gugasanchez/starknet-mac;starknet-mac;gugasanchez;https://github.com/gugasanchez/starknet-mac/;;;new-openq-export
gulahmedshah/challenge-5-over-collateralized-lending;challenge-5-over-collateralized-lending;gulahmedshah;https://github.com/gulahmedshah/challenge-5-over-collateralized-lending/;;;new-openq-export
gulahmedshah/speedrunethereum-challenge-decision-making;speedrunethereum-challenge-decision-making;gulahmedshah;https://github.com/gulahmedshah/speedrunethereum-challenge-decision-making/;;;new-openq-export
hack-light/conversly-onchain;conversly-onchain;hack-light;https://github.com/hack-light/conversly-onchain/;;;new-openq-export
hack-light/savings-dapp;savings-dapp;hack-light;https://github.com/hack-light/savings-dapp/;;;new-openq-export
hack-light/space-nft;space-nft;hack-light;https://github.com/hack-light/space-nft/;;;new-openq-export
hampton-black/cli-test-1;cli-test-1;hampton-black;https://github.com/hampton-black/cli-test-1/;;;new-openq-export
hampton-black/cli-test-2;cli-test-2;hampton-black;https://github.com/hampton-black/cli-test-2/;;;new-openq-export
hampton-black/cli-test-4;cli-test-4;hampton-black;https://github.com/hampton-black/cli-test-4/;;;new-openq-export
hampton-black/cli-test-5;cli-test-5;hampton-black;https://github.com/hampton-black/cli-test-5/;;;new-openq-export
harshadptl/iodide;iodide;harshadptl;https://github.com/harshadptl/iodide/;;;new-openq-export
hashversion/velooxa;velooxa;hashversion;https://github.com/hashversion/velooxa/;;;new-openq-export
hatim85/crowdfunding-starknet;crowdfunding-starknet;hatim85;https://github.com/hatim85/crowdfunding-starknet/;;;new-openq-export
henryamos/coinvent;coinvent;henryamos;https://github.com/henryamos/coinvent/;;;new-openq-export
highdom/polymarket_analysis_v1;polymarket_analysis_v1;highdom;https://github.com/highdom/polymarket_analysis_v1/;;;new-openq-export
hiralvala563/speedrun;speedrun;hiralvala563;https://github.com/hiralvala563/speedrun/;;;new-openq-export
hiralvala563/speedrunstylus-vendingmachine;speedrunstylus-vendingmachine;hiralvala563;https://github.com/hiralvala563/speedrunstylus-vendingmachine/;;;new-openq-export
hothahaha/pure-defi-starknet;pure-defi-starknet;hothahaha;https://github.com/hothahaha/pure-defi-starknet/;;;new-openq-export
hxhiep/starknet-basecamp12-homeworks;starknet-basecamp12-homeworks;hxhiep;https://github.com/hxhiep/starknet-basecamp12-homeworks/;;;new-openq-export
idiom-bytes/scaffold-yeet;scaffold-yeet;idiom-bytes;https://github.com/idiom-bytes/scaffold-yeet/;;;new-openq-export
ifechukwudaniel/beatbridge;beatbridge;ifechukwudaniel;https://github.com/ifechukwudaniel/beatbridge/;;;new-openq-export
ighodaro-daniel/starknet-basecamp12;starknet-basecamp12;ighodaro-daniel;https://github.com/ighodaro-daniel/starknet-basecamp12/;;;new-openq-export
inkfinity-labs/inkfinity-mvp;inkfinity-mvp;inkfinity-labs;https://github.com/inkfinity-labs/inkfinity-mvp/;;;new-openq-export
intuition-box/oracle-lend;oracle-lend;intuition-box;https://github.com/intuition-box/oracle-lend/;;;new-openq-export
irlpotato/abi.ninja;abi.ninja;irlpotato;https://github.com/irlpotato/abi.ninja/;;;new-openq-export
iunknow588/exchangeex-scaffold;exchangeex-scaffold;iunknow588;https://github.com/iunknow588/exchangeex-scaffold/;;;new-openq-export
jackburrus/okiscan;okiscan;jackburrus;https://github.com/jackburrus/okiscan/;;;new-openq-export
jackhamer09/interop-escrow-double-zero;interop-escrow-double-zero;jackhamer09;https://github.com/jackhamer09/interop-escrow-double-zero/;;;new-openq-export
jacobjelen/weakhandsfe;weakhandsfe;jacobjelen;https://github.com/jacobjelen/weakhandsfe/;;;new-openq-export
jamestolley/sharedrealityexchange;sharedrealityexchange;jamestolley;https://github.com/jamestolley/sharedrealityexchange/;;;new-openq-export
janijesse/zk-certificare;zk-certificare;janijesse;https://github.com/janijesse/zk-certificare/;;;new-openq-export
javieramaya/eth-brussels;eth-brussels;javieramaya;https://github.com/javieramaya/eth-brussels/;;;new-openq-export
javiermontescarrera/encode-ai-team-32-fw-frontend;encode-ai-team-32-fw-frontend;javiermontescarrera;https://github.com/javiermontescarrera/encode-ai-team-32-fw-frontend/;;;new-openq-export
javiermontescarrera/soliditybootcampq42023_week5_frontend;soliditybootcampq42023_week5_frontend;javiermontescarrera;https://github.com/javiermontescarrera/soliditybootcampq42023_week5_frontend/;;;new-openq-export
javiermontescarrera/starknet-maintenance-tracker;starknet-maintenance-tracker;javiermontescarrera;https://github.com/javiermontescarrera/starknet-maintenance-tracker/;;;new-openq-export
jaypatel0212/vending_machine;vending_machine;jaypatel0212;https://github.com/jaypatel0212/vending_machine/;;;new-openq-export
jennyt3/dice-game-hack;dice-game-hack;jennyt3;https://github.com/jennyt3/dice-game-hack/;;;new-openq-export
jennyt3/over-collateralized-lending;over-collateralized-lending;jennyt3;https://github.com/jennyt3/over-collateralized-lending/;;;new-openq-export
johnden/dn404-scaffold;dn404-scaffold;johnden;https://github.com/johnden/dn404-scaffold/;;;new-openq-export
jorvixsky/cooking-recipes-eth;cooking-recipes-eth;jorvixsky;https://github.com/jorvixsky/cooking-recipes-eth/;;;new-openq-export
joshmccoydev/cryptocreatures-nft;cryptocreatures-nft;joshmccoydev;https://github.com/joshmccoydev/cryptocreatures-nft/;;;new-openq-export
jozer-rami/trato-hecho;trato-hecho;jozer-rami;https://github.com/jozer-rami/trato-hecho/;;;new-openq-export
jpool09/simple-defi-yield-farming;simple-defi-yield-farming;jpool09;https://github.com/jpool09/simple-defi-yield-farming/;;;new-openq-export
jseam2/cocswap-balancer;cocswap-balancer;jseam2;https://github.com/jseam2/cocswap-balancer/;;;new-openq-export
justinryukirogers/backup_ethglobal;backup_ethglobal;justinryukirogers;https://github.com/justinryukirogers/backup_ethglobal/;;;new-openq-export
kamisayaka/crowdfunding;crowdfunding;kamisayaka;https://github.com/kamisayaka/crowdfunding/;;;new-openq-export
kamisayaka/crowdsourcing;crowdsourcing;kamisayaka;https://github.com/kamisayaka/crowdsourcing/;;;new-openq-export
keshavsharma25/steveywonder;steveywonder;keshavsharma25;https://github.com/keshavsharma25/steveywonder/;;;new-openq-export
kevinmomanyi/starknet_counterworkshop_frontend;starknet_counterworkshop_frontend;kevinmomanyi;https://github.com/kevinmomanyi/starknet_counterworkshop_frontend/;;;new-openq-export
