full_name,name,owner,url,stars,forks
"kassandraoftroy/stealth-transfer-ui","stealth-transfer-ui","kassandraoftroy","https://github.com/kassandraoftroy/stealth-transfer-ui",3,0
"RadPen/finel_task","finel_task","RadPen","https://github.com/RadPen/finel_task",0,0
"qulink/sre-challenge-03","sre-challenge-03","qulink","https://github.com/qulink/sre-challenge-03",0,0
"dev3Nigerian/gmonad","gmonad","dev3Nigerian","https://github.com/dev3Nigerian/gmonad",0,0
"Akshit1311/bifrost","bifrost","Akshit1311","https://github.com/Akshit1311/bifrost",0,0
"PavelArs/token-vendor","token-vendor","PavelArs","https://github.com/PavelArs/token-vendor",0,0
"PavelArs/decentralized-staking","decentralized-staking","PavelArs","https://github.com/PavelArs/decentralized-staking",0,0
"PavelArs/simple-nft","simple-nft","PavelArs","https://github.com/PavelArs/simple-nft",0,0
"fahmmin/nft-mint","nft-mint","fahmmin","https://github.com/fahmmin/nft-mint",0,0
"qulink/sre-challenge-02","sre-challenge-02","qulink","https://github.com/qulink/sre-challenge-02",0,0
"taikoxyz/scaffold-eth-taiko","scaffold-eth-taiko","taikoxyz","https://github.com/taikoxyz/scaffold-eth-taiko",1,0
"Ivy-NW/athena","athena","Ivy-NW","https://github.com/Ivy-NW/athena",0,0
"davidepetti/alchemy-crowdfund-dapp","alchemy-crowdfund-dapp","davidepetti","https://github.com/davidepetti/alchemy-crowdfund-dapp",0,1
"BLACKNFT605/monad","monad","BLACKNFT605","https://github.com/BLACKNFT605/monad",0,0
"nissan/jq-kangaroo","jq-kangaroo","nissan","https://github.com/nissan/jq-kangaroo",0,0
"velikanghost/mon_crush","mon_crush","velikanghost","https://github.com/velikanghost/mon_crush",0,0
"consolexyz/monad-snake-game","monad-snake-game","consolexyz","https://github.com/consolexyz/monad-snake-game",0,0
"qulink/sre-challenge-01","sre-challenge-01","qulink","https://github.com/qulink/sre-challenge-01",0,0
"dewdrip/dispas-web","dispas-web","dewdrip","https://github.com/dewdrip/dispas-web",1,0
"Marco-Klopper/EthereumClassWorkshop-2025","EthereumClassWorkshop-2025","Marco-Klopper","https://github.com/Marco-Klopper/EthereumClassWorkshop-2025",0,0
"0xgsmadi/espresso-init","espresso-init","0xgsmadi","https://github.com/0xgsmadi/espresso-init",0,0
"finoal/eduShare","eduShare","finoal","https://github.com/finoal/eduShare",0,0
"blockchain-studies/speedrunethereum","speedrunethereum","blockchain-studies","https://github.com/blockchain-studies/speedrunethereum",0,1
"FhenixProtocol/redact","redact","FhenixProtocol","https://github.com/FhenixProtocol/redact",5,1
"JoeGray2001/EthereumClassWorkshop-2025","EthereumClassWorkshop-2025","JoeGray2001","https://github.com/JoeGray2001/EthereumClassWorkshop-2025",0,0
"DYJJ/NFT","NFT","DYJJ","https://github.com/DYJJ/NFT",0,0
"abrahem79/The-","The-","abrahem79","https://github.com/abrahem79/The-",1,0
"austintgriffith/threejs-land-se2","threejs-land-se2","austintgriffith","https://github.com/austintgriffith/threejs-land-se2",0,0
"Open-Source-Collective-Org/open-source-collective-website","open-source-collective-website","Open-Source-Collective-Org","https://github.com/Open-Source-Collective-Org/open-source-collective-website",0,0
"Sushant920/T2G","T2G","Sushant920","https://github.com/Sushant920/T2G",0,2
"ifeelsam/tempral-odessey","tempral-odessey","ifeelsam","https://github.com/ifeelsam/tempral-odessey",0,0
"Idea-Pulse/DappSonic","DappSonic","Idea-Pulse","https://github.com/Idea-Pulse/DappSonic",2,0
"BigBangInfinity/scaffold-eth-monad","scaffold-eth-monad","BigBangInfinity","https://github.com/BigBangInfinity/scaffold-eth-monad",0,0
"0xJade/KesennumaCouncil","KesennumaCouncil","0xJade","https://github.com/0xJade/KesennumaCouncil",0,0
"jalajsharma172/SpeedrunEthereum01","SpeedrunEthereum01","jalajsharma172","https://github.com/jalajsharma172/SpeedrunEthereum01",0,0
"Holeekey/btc-eth-project","btc-eth-project","Holeekey","https://github.com/Holeekey/btc-eth-project",0,0
"jalajsharma172/SpeedrunEthereum0","SpeedrunEthereum0","jalajsharma172","https://github.com/jalajsharma172/SpeedrunEthereum0",0,0
"sumityadav0706/MonPeace-main","MonPeace-main","sumityadav0706","https://github.com/sumityadav0706/MonPeace-main",0,0
"DimaKush/altar","altar","DimaKush","https://github.com/DimaKush/altar",0,0
"Idea-Pulse/DappMonad","DappMonad","Idea-Pulse","https://github.com/Idea-Pulse/DappMonad",2,0
"WenHao1223/lancyParcel","lancyParcel","WenHao1223","https://github.com/WenHao1223/lancyParcel",0,0
"Preeti1521/FrameShopi","FrameShopi","Preeti1521","https://github.com/Preeti1521/FrameShopi",0,0
"100x-Dev/SpeedRunChallenge4","SpeedRunChallenge4","100x-Dev","https://github.com/100x-Dev/SpeedRunChallenge4",0,0
"Novus-Initium/PubliCasino","PubliCasino","Novus-Initium","https://github.com/Novus-Initium/PubliCasino",0,0
"Patr1xk/ETH-Hackathon-BCC","ETH-Hackathon-BCC","Patr1xk","https://github.com/Patr1xk/ETH-Hackathon-BCC",0,2
"shreedeshmukh2505/CommitFit","CommitFit","shreedeshmukh2505","https://github.com/shreedeshmukh2505/CommitFit",0,0
"Brianleach11/subgraph-query","subgraph-query","Brianleach11","https://github.com/Brianleach11/subgraph-query",0,0
"HikariIgarashi/qvsimulation","qvsimulation","HikariIgarashi","https://github.com/HikariIgarashi/qvsimulation",0,0
"Novus-Initium/scaffold-superfluid","scaffold-superfluid","Novus-Initium","https://github.com/Novus-Initium/scaffold-superfluid",0,0
"DanLisow/blockchain","blockchain","DanLisow","https://github.com/DanLisow/blockchain",0,0
"Alanwiz00/dice-game","dice-game","Alanwiz00","https://github.com/Alanwiz00/dice-game",0,0
"itsjatinnagar/dice-game","dice-game","itsjatinnagar","https://github.com/itsjatinnagar/dice-game",0,0
"yjoon45/donordapp","donordapp","yjoon45","https://github.com/yjoon45/donordapp",0,0
"portdeveloper/frontend-checks-for-revert-example","frontend-checks-for-revert-example","portdeveloper","https://github.com/portdeveloper/frontend-checks-for-revert-example",0,0
"itsjatinnagar/token-vendor","token-vendor","itsjatinnagar","https://github.com/itsjatinnagar/token-vendor",0,0
"getformo/formo-example-next-app-router","formo-example-next-app-router","getformo","https://github.com/getformo/formo-example-next-app-router",1,0
"phipsae/order-book-prediction-market","order-book-prediction-market","phipsae","https://github.com/phipsae/order-book-prediction-market",0,0
"charleshorzz/gapless","gapless","charleshorzz","https://github.com/charleshorzz/gapless",0,0
"portdeveloper/batch-txs-se2-foundry-monad","batch-txs-se2-foundry-monad","portdeveloper","https://github.com/portdeveloper/batch-txs-se2-foundry-monad",1,1
"Impostors-AI/impostors-ai","impostors-ai","Impostors-AI","https://github.com/Impostors-AI/impostors-ai",0,1
"itsjatinnagar/staking-app","staking-app","itsjatinnagar","https://github.com/itsjatinnagar/staking-app",0,0
"yeexiong17/eth-uprising-hackathon","eth-uprising-hackathon","yeexiong17","https://github.com/yeexiong17/eth-uprising-hackathon",0,0
"itsjatinnagar/simple-nft","simple-nft","itsjatinnagar","https://github.com/itsjatinnagar/simple-nft",0,0
"Idea-Pulse/Dapp-Near","Dapp-Near","Idea-Pulse","https://github.com/Idea-Pulse/Dapp-Near",3,1
"doinel1a/next-ts-web3-evm","next-ts-web3-evm","doinel1a","https://github.com/doinel1a/next-ts-web3-evm",2,1
"technophile-04/sendeth","sendeth","technophile-04","https://github.com/technophile-04/sendeth",0,0
"DanLisow/blockchain_repository","blockchain_repository","DanLisow","https://github.com/DanLisow/blockchain_repository",0,0
"abrahamsangha/first-base","first-base","abrahamsangha","https://github.com/abrahamsangha/first-base",0,0
"Derricks-DApps/007","007","Derricks-DApps","https://github.com/Derricks-DApps/007",0,0
"jayantna/Contractly","Contractly","jayantna","https://github.com/jayantna/Contractly",0,2
"muslim1977/nourgouchev-","nourgouchev-","muslim1977","https://github.com/muslim1977/nourgouchev-",1,0
"Poglavar/urban-game-theory","urban-game-theory","Poglavar","https://github.com/Poglavar/urban-game-theory",1,0
"uzochukwuV/kaia-arbitrade","kaia-arbitrade","uzochukwuV","https://github.com/uzochukwuV/kaia-arbitrade",0,0
"AiltonSavio/ze-buteco","ze-buteco","AiltonSavio","https://github.com/AiltonSavio/ze-buteco",0,0
"vitor-ramalho/ParallelPerps","ParallelPerps","vitor-ramalho","https://github.com/vitor-ramalho/ParallelPerps",1,0
"0xChijioke/pad","pad","0xChijioke","https://github.com/0xChijioke/pad",0,0
"ChangoMan/passkey-wallet","passkey-wallet","ChangoMan","https://github.com/ChangoMan/passkey-wallet",0,0
"Rekklessss/fastchain","fastchain","Rekklessss","https://github.com/Rekklessss/fastchain",0,0
"BLACKRUN9/StagingEmoon-v2","StagingEmoon-v2","BLACKRUN9","https://github.com/BLACKRUN9/StagingEmoon-v2",0,0
"mungyo7/todolist_dapp","todolist_dapp","mungyo7","https://github.com/mungyo7/todolist_dapp",0,0
"efs-project/contracts","contracts","efs-project","https://github.com/efs-project/contracts",1,0
"vitor-ramalho/monad-breakout","monad-breakout","vitor-ramalho","https://github.com/vitor-ramalho/monad-breakout",0,0
"06017020forever/myProject","myProject","06017020forever","https://github.com/06017020forever/myProject",0,0
"bagusino/AssetsInheritance","AssetsInheritance","bagusino","https://github.com/bagusino/AssetsInheritance",0,0
"banter-chat/banter-blockchain","banter-blockchain","banter-chat","https://github.com/banter-chat/banter-blockchain",0,0
"veektrie/challenge-4-dex","challenge-4-dex","veektrie","https://github.com/veektrie/challenge-4-dex",0,0
"lujantissera/ETHernia","ETHernia","lujantissera","https://github.com/lujantissera/ETHernia",0,0
"Novus-Initium/pollination-station-deprecated","pollination-station-deprecated","Novus-Initium","https://github.com/Novus-Initium/pollination-station-deprecated",0,0
"Edoscoba/SimpleNFT-dApp","SimpleNFT-dApp","Edoscoba","https://github.com/Edoscoba/SimpleNFT-dApp",0,0
"veektrie/challenge-3-dice-game","challenge-3-dice-game","veektrie","https://github.com/veektrie/challenge-3-dice-game",0,0
"alebeta06/challenges-SpeedRun-ETH","challenges-SpeedRun-ETH","alebeta06","https://github.com/alebeta06/challenges-SpeedRun-ETH",1,0
"leojay-net/challenge-4-DEX","challenge-4-DEX","leojay-net","https://github.com/leojay-net/challenge-4-DEX",0,0
"ChangoMan/passkey","passkey","ChangoMan","https://github.com/ChangoMan/passkey",0,0
"leojay-net/challenge-3-Dice-Game-Onchain","challenge-3-Dice-Game-Onchain","leojay-net","https://github.com/leojay-net/challenge-3-Dice-Game-Onchain",0,0
"k8pil/Web3Fy","Web3Fy","k8pil","https://github.com/k8pil/Web3Fy",0,1
"uzochukwuV/cropfi","cropfi","uzochukwuV","https://github.com/uzochukwuV/cropfi",0,0
"x25ez1o/NovaFi-sd","NovaFi-sd","x25ez1o","https://github.com/x25ez1o/NovaFi-sd",0,0
"gera1311/flappy_mon_game","flappy_mon_game","gera1311","https://github.com/gera1311/flappy_mon_game",0,0
"bhaveshpro33/frontend1","frontend1","bhaveshpro33","https://github.com/bhaveshpro33/frontend1",0,0
"portdeveloper/0x-api-example-monad","0x-api-example-monad","portdeveloper","https://github.com/portdeveloper/0x-api-example-monad",0,0
"leojay-net/challenge-2-vendor-machine","challenge-2-vendor-machine","leojay-net","https://github.com/leojay-net/challenge-2-vendor-machine",0,0
"leojay-net/challenge-1-decentralized-staking","challenge-1-decentralized-staking","leojay-net","https://github.com/leojay-net/challenge-1-decentralized-staking",0,0
"leojay-net/challenge-0","challenge-0","leojay-net","https://github.com/leojay-net/challenge-0",0,0
"dilawari2008/ComputeHardwareRWA_Scroll","ComputeHardwareRWA_Scroll","dilawari2008","https://github.com/dilawari2008/ComputeHardwareRWA_Scroll",0,0
"100x-Dev/DecentralisedVotingDapp","DecentralisedVotingDapp","100x-Dev","https://github.com/100x-Dev/DecentralisedVotingDapp",0,0
"mlaimail77/Lucy","Lucy","mlaimail77","https://github.com/mlaimail77/Lucy",0,0
"cpscott1/social-battle-monad","social-battle-monad","cpscott1","https://github.com/cpscott1/social-battle-monad",0,0
"100x-Dev/SpeedrunChallenge3","SpeedrunChallenge3","100x-Dev","https://github.com/100x-Dev/SpeedrunChallenge3",0,0
"kws1207/monad-dev-workshop-playground","monad-dev-workshop-playground","kws1207","https://github.com/kws1207/monad-dev-workshop-playground",0,0
"jasminelee/scaffold-eth-2","scaffold-eth-2","jasminelee","https://github.com/jasminelee/scaffold-eth-2",0,0
"streatsweaper67/moist","moist","streatsweaper67","https://github.com/streatsweaper67/moist",0,0
"MihRazvan/bulwark_scroll","bulwark_scroll","MihRazvan","https://github.com/MihRazvan/bulwark_scroll",0,2
"veektrie/challenge-2-token-vendor","challenge-2-token-vendor","veektrie","https://github.com/veektrie/challenge-2-token-vendor",0,0
"nikhilprakash24/HODLottoScaffoldETH2","HODLottoScaffoldETH2","nikhilprakash24","https://github.com/nikhilprakash24/HODLottoScaffoldETH2",0,0
"yangyaczz/easyahk-RLUSDmicropayy","easyahk-RLUSDmicropayy","yangyaczz","https://github.com/yangyaczz/easyahk-RLUSDmicropayy",0,0
"ssabrut/simple-nft","simple-nft","ssabrut","https://github.com/ssabrut/simple-nft",0,0
"Vikash-8090-Yadav/helloworld","helloworld","Vikash-8090-Yadav","https://github.com/Vikash-8090-Yadav/helloworld",0,0
"Vikash-8090-Yadav/Scafoolf-cfx","Scafoolf-cfx","Vikash-8090-Yadav","https://github.com/Vikash-8090-Yadav/Scafoolf-cfx",0,0
"kmjones1979/starter-message-signing-se2","starter-message-signing-se2","kmjones1979","https://github.com/kmjones1979/starter-message-signing-se2",0,0
"veektrie/challenge-1-decentralized-staking","challenge-1-decentralized-staking","veektrie","https://github.com/veektrie/challenge-1-decentralized-staking",0,0
"monad-developers/scaffold-eth-monad","scaffold-eth-monad","monad-developers","https://github.com/monad-developers/scaffold-eth-monad",21,38
"veektrie/challenge-0-simple-nft","challenge-0-simple-nft","veektrie","https://github.com/veektrie/challenge-0-simple-nft",0,0
"mungyo7/dapp_rsp","dapp_rsp","mungyo7","https://github.com/mungyo7/dapp_rsp",0,0
"codechefsong/GiftBox","GiftBox","codechefsong","https://github.com/codechefsong/GiftBox",0,0
"kmjones1979/starter-erc721-se2","starter-erc721-se2","kmjones1979","https://github.com/kmjones1979/starter-erc721-se2",0,0
"tgoky/privy-mammothon-prediction-dapp","privy-mammothon-prediction-dapp","tgoky","https://github.com/tgoky/privy-mammothon-prediction-dapp",1,0
"mungyo7/DAPP_practice","DAPP_practice","mungyo7","https://github.com/mungyo7/DAPP_practice",0,0
"sejabu/Ethernia","Ethernia","sejabu","https://github.com/sejabu/Ethernia",2,1
"100x-Dev/speedrunchallene2","speedrunchallene2","100x-Dev","https://github.com/100x-Dev/speedrunchallene2",0,0
"Hsien-HsiuLiao/eth-portfolio","eth-portfolio","Hsien-HsiuLiao","https://github.com/Hsien-HsiuLiao/eth-portfolio",0,0
"Hsien-HsiuLiao/scaffold-alchemy","scaffold-alchemy","Hsien-HsiuLiao","https://github.com/Hsien-HsiuLiao/scaffold-alchemy",0,0
"GQQQy/off-compute-front","off-compute-front","GQQQy","https://github.com/GQQQy/off-compute-front",0,0
"Karatekid05/Pt-Nads","Pt-Nads","Karatekid05","https://github.com/Karatekid05/Pt-Nads",0,0
"Shnikbakht/RWS-Tokenization-BuidlGuidl","RWS-Tokenization-BuidlGuidl","Shnikbakht","https://github.com/Shnikbakht/RWS-Tokenization-BuidlGuidl",0,0
"erickscodes/hacklahoma","hacklahoma","erickscodes","https://github.com/erickscodes/hacklahoma",0,0
"EverRest/zk-subscription-dapp","zk-subscription-dapp","EverRest","https://github.com/EverRest/zk-subscription-dapp",0,0
"OS-Lihua/Monad-101-MolliNalli-Stater-Pre","Monad-101-MolliNalli-Stater-Pre","OS-Lihua","https://github.com/OS-Lihua/Monad-101-MolliNalli-Stater-Pre",3,0
"finoal/Valuation-and-bidding","Valuation-and-bidding","finoal","https://github.com/finoal/Valuation-and-bidding",0,0
"shreedeshmukh2505/EDI_6","EDI_6","shreedeshmukh2505","https://github.com/shreedeshmukh2505/EDI_6",0,0
"JulioMCruz/Scaffold-Eth-2-Privy-Provider","Scaffold-Eth-2-Privy-Provider","JulioMCruz","https://github.com/JulioMCruz/Scaffold-Eth-2-Privy-Provider",0,1
"JulioMCruz/Scaffold-Eth-2-Privy","Scaffold-Eth-2-Privy","JulioMCruz","https://github.com/JulioMCruz/Scaffold-Eth-2-Privy",0,0
"reedsa/speedrun-ethereum","speedrun-ethereum","reedsa","https://github.com/reedsa/speedrun-ethereum",0,0
"gilbertmuhirwa/challenge-0-simple-nft","challenge-0-simple-nft","gilbertmuhirwa","https://github.com/gilbertmuhirwa/challenge-0-simple-nft",0,0
"BuidlGuidl/batch13.buidlguidl.com","batch13.buidlguidl.com","BuidlGuidl","https://github.com/BuidlGuidl/batch13.buidlguidl.com",3,14
"ikhwanhsn/learn-scaffold-eth","learn-scaffold-eth","ikhwanhsn","https://github.com/ikhwanhsn/learn-scaffold-eth",0,0
"WeTechHK/bcos-dao","bcos-dao","WeTechHK","https://github.com/WeTechHK/bcos-dao",0,3
"Gabrululu/Challenge_0","Challenge_0","Gabrululu","https://github.com/Gabrululu/Challenge_0",0,0
"wolfcito/workshop-pushchain","workshop-pushchain","wolfcito","https://github.com/wolfcito/workshop-pushchain",1,1
"codechefsong/Grid-of-Fate","Grid-of-Fate","codechefsong","https://github.com/codechefsong/Grid-of-Fate",0,0
"Karatekid05/MonanimalWarsV2","MonanimalWarsV2","Karatekid05","https://github.com/Karatekid05/MonanimalWarsV2",0,0
"ValentineCodes/dispas","dispas","ValentineCodes","https://github.com/ValentineCodes/dispas",2,1
"essiebx/Speedrun-challenge0","Speedrun-challenge0","essiebx","https://github.com/essiebx/Speedrun-challenge0",0,0
"DinaRocio/challenge-1-decentralized-staking","challenge-1-decentralized-staking","DinaRocio","https://github.com/DinaRocio/challenge-1-decentralized-staking",0,0
"5tnvan/haus-fi","haus-fi","5tnvan","https://github.com/5tnvan/haus-fi",0,1
"harystyleseze/simple-nft","simple-nft","harystyleseze","https://github.com/harystyleseze/simple-nft",0,0
"harystyleseze/Decentralized-Staking-App","Decentralized-Staking-App","harystyleseze","https://github.com/harystyleseze/Decentralized-Staking-App",0,0
"Mushrimpy/blockinsure-flare","blockinsure-flare","Mushrimpy","https://github.com/Mushrimpy/blockinsure-flare",1,0
"ojasarora77/educhain","educhain","ojasarora77","https://github.com/ojasarora77/educhain",0,0
"kaleababayneh/ethqubgraph","ethqubgraph","kaleababayneh","https://github.com/kaleababayneh/ethqubgraph",2,0
"orchestr-ai/Orchestr-AI","Orchestr-AI","orchestr-ai","https://github.com/orchestr-ai/Orchestr-AI",0,0
"nostalgic-math-student/Campfire_project","Campfire_project","nostalgic-math-student","https://github.com/nostalgic-math-student/Campfire_project",0,0
"mdemichele/decentralizedAgriculture","decentralizedAgriculture","mdemichele","https://github.com/mdemichele/decentralizedAgriculture",0,0
"DinaRocio/challenge-0-simple-nft","challenge-0-simple-nft","DinaRocio","https://github.com/DinaRocio/challenge-0-simple-nft",0,0
"Rainbow1nTheDark/version-verifier","version-verifier","Rainbow1nTheDark","https://github.com/Rainbow1nTheDark/version-verifier",0,0
"wildanvin/PayPerMove","PayPerMove","wildanvin","https://github.com/wildanvin/PayPerMove",0,0
"hara-desu/AgentMarket","AgentMarket","hara-desu","https://github.com/hara-desu/AgentMarket",0,0
"yssf-io/droid","droid","yssf-io","https://github.com/yssf-io/droid",0,0
"0xKawaka/BattleNads","BattleNads","0xKawaka","https://github.com/0xKawaka/BattleNads",0,0
"thinkmariale/agentic-hack","agentic-hack","thinkmariale","https://github.com/thinkmariale/agentic-hack",0,1
"alchemyplatform/scaffold-alchemy","scaffold-alchemy","alchemyplatform","https://github.com/alchemyplatform/scaffold-alchemy",13,14
"ValentineCodes/genora","genora","ValentineCodes","https://github.com/ValentineCodes/genora",0,0
"ZetaChain-Venture-Studio/Lucy-Pitch","Lucy-Pitch","ZetaChain-Venture-Studio","https://github.com/ZetaChain-Venture-Studio/Lucy-Pitch",0,0
"lujantissera/SimpleDex","SimpleDex","lujantissera","https://github.com/lujantissera/SimpleDex",1,0
"portdeveloper/2048-monad","2048-monad","portdeveloper","https://github.com/portdeveloper/2048-monad",2,2
"Dannergal/HackthonEthereumUnifranz","HackthonEthereumUnifranz","Dannergal","https://github.com/Dannergal/HackthonEthereumUnifranz",0,0
"moltam89/mission-0-orientation-extension","mission-0-orientation-extension","moltam89","https://github.com/moltam89/mission-0-orientation-extension",0,0
"nbolinaga/quick-demo","quick-demo","nbolinaga","https://github.com/nbolinaga/quick-demo",0,1
"austintgriffith/start-the-fun","start-the-fun","austintgriffith","https://github.com/austintgriffith/start-the-fun",0,0
"ndcollica/FittStakes","FittStakes","ndcollica","https://github.com/ndcollica/FittStakes",0,0
"100x-Dev/SpeedrunEthereum01","SpeedrunEthereum01","100x-Dev","https://github.com/100x-Dev/SpeedrunEthereum01",0,0
"JulioMCruz/Infinity","Infinity","JulioMCruz","https://github.com/JulioMCruz/Infinity",6,2
"dilawari2008/RealEstate-RWA","RealEstate-RWA","dilawari2008","https://github.com/dilawari2008/RealEstate-RWA",0,0
"minhhoang121296/bikpump","bikpump","minhhoang121296","https://github.com/minhhoang121296/bikpump",0,0
"raa-dev/odisea-step2","odisea-step2","raa-dev","https://github.com/raa-dev/odisea-step2",0,0
"suarja/agent-dex","agent-dex","suarja","https://github.com/suarja/agent-dex",0,0
"devansh-m12/challenge-0-simple-nft","challenge-0-simple-nft","devansh-m12","https://github.com/devansh-m12/challenge-0-simple-nft",0,0
"agentic-ethereum/devdrop","devdrop","agentic-ethereum","https://github.com/agentic-ethereum/devdrop",0,1
"devjutsu/cryptojam","cryptojam","devjutsu","https://github.com/devjutsu/cryptojam",0,0
"nichechristie/scaffold-eth-2","scaffold-eth-2","nichechristie","https://github.com/nichechristie/scaffold-eth-2",1,0
"nichechristie/abi.ninja","abi.ninja","nichechristie","https://github.com/nichechristie/abi.ninja",1,0
"leemingen1227/music-agent-registry","music-agent-registry","leemingen1227","https://github.com/leemingen1227/music-agent-registry",0,0
"Nenorae/speedrun-eth","speedrun-eth","Nenorae","https://github.com/Nenorae/speedrun-eth",0,0
"rekt-ai/rekt-ai-contracts","rekt-ai-contracts","rekt-ai","https://github.com/rekt-ai/rekt-ai-contracts",1,0
"tgoky/kndmissionmonad","kndmissionmonad","tgoky","https://github.com/tgoky/kndmissionmonad",0,0
"vectordotsats/SRE-challenge-0-simple-nft","SRE-challenge-0-simple-nft","vectordotsats","https://github.com/vectordotsats/SRE-challenge-0-simple-nft",0,0
"FinHubSA/EthereumClassWorkshop-2025","EthereumClassWorkshop-2025","FinHubSA","https://github.com/FinHubSA/EthereumClassWorkshop-2025",2,0
"Diegolden-com/fuzz-betting","fuzz-betting","Diegolden-com","https://github.com/Diegolden-com/fuzz-betting",0,0
"harshalbhangale/agenticai_hack","agenticai_hack","harshalbhangale","https://github.com/harshalbhangale/agenticai_hack",0,0
"mikirov/sonya-ethglobal","sonya-ethglobal","mikirov","https://github.com/mikirov/sonya-ethglobal",0,1
"furkannabisumji/neuralfi","neuralfi","furkannabisumji","https://github.com/furkannabisumji/neuralfi",0,0
"Sen-hai/NFTHub","NFTHub","Sen-hai","https://github.com/Sen-hai/NFTHub",1,0
"100x-Dev/SpeedrunEthereum0","SpeedrunEthereum0","100x-Dev","https://github.com/100x-Dev/SpeedrunEthereum0",0,0
"portdeveloper/tug-of-war","tug-of-war","portdeveloper","https://github.com/portdeveloper/tug-of-war",0,0
"jaym9000/Agro-test","Agro-test","jaym9000","https://github.com/jaym9000/Agro-test",0,0
"Alex-KR-dev/challenge-0-simple-nft","challenge-0-simple-nft","Alex-KR-dev","https://github.com/Alex-KR-dev/challenge-0-simple-nft",0,0
"habte-selassie27/token-vendor","token-vendor","habte-selassie27","https://github.com/habte-selassie27/token-vendor",0,0
"AzimovS/lending-challenge","lending-challenge","AzimovS","https://github.com/AzimovS/lending-challenge",0,1
"portdeveloper/relayer-example-50-pks","relayer-example-50-pks","portdeveloper","https://github.com/portdeveloper/relayer-example-50-pks",3,0
"RubyKobayashi/challenge-1-decentralized-staking","challenge-1-decentralized-staking","RubyKobayashi","https://github.com/RubyKobayashi/challenge-1-decentralized-staking",0,0
"austintgriffith/weird-art-rotate","weird-art-rotate","austintgriffith","https://github.com/austintgriffith/weird-art-rotate",0,0
"bogeyrd/scaffold","scaffold","bogeyrd","https://github.com/bogeyrd/scaffold",0,0
"s-di-cola/metana-bootcamp","metana-bootcamp","s-di-cola","https://github.com/s-di-cola/metana-bootcamp",0,0
"amaliaibarra/challenge-2-token-vendor","challenge-2-token-vendor","amaliaibarra","https://github.com/amaliaibarra/challenge-2-token-vendor",0,0
"amaliaibarra/challenge-1-decentralized-staking","challenge-1-decentralized-staking","amaliaibarra","https://github.com/amaliaibarra/challenge-1-decentralized-staking",0,0
"amaliaibarra/challenge-0-simple-nft","challenge-0-simple-nft","amaliaibarra","https://github.com/amaliaibarra/challenge-0-simple-nft",0,0
"devwithbunny/scaffold-project","scaffold-project","devwithbunny","https://github.com/devwithbunny/scaffold-project",0,0
"phipsae/prediction_market","prediction_market","phipsae","https://github.com/phipsae/prediction_market",0,0
"AlexanderVizelko/FinalBet","FinalBet","AlexanderVizelko","https://github.com/AlexanderVizelko/FinalBet",0,0
"jaym9000/The-World-Capital","The-World-Capital","jaym9000","https://github.com/jaym9000/The-World-Capital",0,0
"HashSlayer/nokia-token","nokia-token","HashSlayer","https://github.com/HashSlayer/nokia-token",0,0
"jaym9000/world-capital","world-capital","jaym9000","https://github.com/jaym9000/world-capital",0,0
"pieakshat/simpleDEX","simpleDEX","pieakshat","https://github.com/pieakshat/simpleDEX",0,0
"habte-selassie27/Staking-DApp","Staking-DApp","habte-selassie27","https://github.com/habte-selassie27/Staking-DApp",0,0
"SimplyPowfu/42TokenizeMe","42TokenizeMe","SimplyPowfu","https://github.com/SimplyPowfu/42TokenizeMe",0,0
"jxu-hub/scaffold-eth-NFT","scaffold-eth-NFT","jxu-hub","https://github.com/jxu-hub/scaffold-eth-NFT",1,0
"andreasalucci/IPPS_2","IPPS_2","andreasalucci","https://github.com/andreasalucci/IPPS_2",0,0
"harystyleseze/fullstack-dapp-nft","fullstack-dapp-nft","harystyleseze","https://github.com/harystyleseze/fullstack-dapp-nft",0,0
"paulich07/SkillChain","SkillChain","paulich07","https://github.com/paulich07/SkillChain",0,0
"the-trustprotocol/contracts-v1","contracts-v1","the-trustprotocol","https://github.com/the-trustprotocol/contracts-v1",0,1
"mikirov/sonya-terminal","sonya-terminal","mikirov","https://github.com/mikirov/sonya-terminal",0,0
"Favvie/token-wrapper-weth","token-wrapper-weth","Favvie","https://github.com/Favvie/token-wrapper-weth",0,0
"ck256-2000/tsb-frontend-scaff2","tsb-frontend-scaff2","ck256-2000","https://github.com/ck256-2000/tsb-frontend-scaff2",0,0
"Umiam-Kriti/Energy_Trading","Energy_Trading","Umiam-Kriti","https://github.com/Umiam-Kriti/Energy_Trading",0,0
"bigfancy/dexflow-app","dexflow-app","bigfancy","https://github.com/bigfancy/dexflow-app",2,0
"anastasiaboriskina/fintaskanastas","fintaskanastas","anastasiaboriskina","https://github.com/anastasiaboriskina/fintaskanastas",0,0
"hard-cho/blockchain-project","blockchain-project","hard-cho","https://github.com/hard-cho/blockchain-project",0,0
"temitopeohassan/se-multisig","se-multisig","temitopeohassan","https://github.com/temitopeohassan/se-multisig",0,0
"AzimovS/test-two-chains-with-burnerwallet","test-two-chains-with-burnerwallet","AzimovS","https://github.com/AzimovS/test-two-chains-with-burnerwallet",0,0
"MaiCVCR/simple-airdrop","simple-airdrop","MaiCVCR","https://github.com/MaiCVCR/simple-airdrop",0,0
