full_name,name,owner,url,stars,forks
"openguild-labs/polkadot-vietnam-hackathon-2024","polkadot-vietnam-hackathon-2024","openguild-labs","https://github.com/openguild-labs/polkadot-vietnam-hackathon-2024",1,0
"FrankiePower/SpeedRun-Ethereum","SpeedRun-Ethereum","FrankiePower","https://github.com/FrankiePower/SpeedRun-Ethereum",1,0
"KENILSHAHH/scaffold-avs","scaffold-avs","KENILSHAHH","https://github.com/KENILSHAHH/scaffold-avs",0,0
"AlexTheLion123/taiko-lending","taiko-lending","AlexTheLion123","https://github.com/AlexTheLion123/taiko-lending",0,0
"0xgonzalo/Technai-Marketplace","Technai-Marketplace","0xgonzalo","https://github.com/0xgonzalo/Technai-Marketplace",0,0
"manukj/GuardFi","GuardFi","manukj","https://github.com/manukj/GuardFi",0,0
"GregTrifan/inFlame","inFlame","GregTrifan","https://github.com/GregTrifan/inFlame",0,0
"bencxr/scaffold","scaffold","bencxr","https://github.com/bencxr/scaffold",0,0
"0xDariusPR/se2-challenge-5-state-channels","se2-challenge-5-state-channels","0xDariusPR","https://github.com/0xDariusPR/se2-challenge-5-state-channels",0,0
"kalisakelly/Smart-contract","Smart-contract","kalisakelly","https://github.com/kalisakelly/Smart-contract",0,0
"LearnBlockchainAcademy/learn-blockchain","learn-blockchain","LearnBlockchainAcademy","https://github.com/LearnBlockchainAcademy/learn-blockchain",0,0
"0xChijioke/flash","flash","0xChijioke","https://github.com/0xChijioke/flash",0,0
"Oliviier-dev/MedRecordChain","MedRecordChain","Oliviier-dev","https://github.com/Oliviier-dev/MedRecordChain",1,1
"SotoAlt/smack-mouch-nextjs-main","smack-mouch-nextjs-main","SotoAlt","https://github.com/SotoAlt/smack-mouch-nextjs-main",2,2
"JacobHomanics/viewmaster","viewmaster","JacobHomanics","https://github.com/JacobHomanics/viewmaster",0,0
"SotoAlt/smack-mouch-nextjs","smack-mouch-nextjs","SotoAlt","https://github.com/SotoAlt/smack-mouch-nextjs",0,0
"Mgonzalez06/service-trust","service-trust","Mgonzalez06","https://github.com/Mgonzalez06/service-trust",3,1
"portdeveloper/test-foundry-generate","test-foundry-generate","portdeveloper","https://github.com/portdeveloper/test-foundry-generate",0,0
"Superior212/Speed-run","Speed-run","Superior212","https://github.com/Superior212/Speed-run",0,0
"zain171m/BenefactionPlatform-EVM-Contracts","BenefactionPlatform-EVM-Contracts","zain171m","https://github.com/zain171m/BenefactionPlatform-EVM-Contracts",0,0
"0xPunkItachi/PredictionMarket","PredictionMarket","0xPunkItachi","https://github.com/0xPunkItachi/PredictionMarket",0,0
"rellyxx/web3-template","web3-template","rellyxx","https://github.com/rellyxx/web3-template",0,0
"Epistetechnician/perennial","perennial","Epistetechnician","https://github.com/Epistetechnician/perennial",0,0
"OneBlockPlus/polkadot-hackathon-2024","polkadot-hackathon-2024","OneBlockPlus","https://github.com/OneBlockPlus/polkadot-hackathon-2024",19,121
"pollersan/ethspeed-token-vendor","ethspeed-token-vendor","pollersan","https://github.com/pollersan/ethspeed-token-vendor",0,0
"LuciaCairo/IOT_Device_Driver","IOT_Device_Driver","LuciaCairo","https://github.com/LuciaCairo/IOT_Device_Driver",0,0
"rosarioborgesi/scaffold_eth2_tutorial","scaffold_eth2_tutorial","rosarioborgesi","https://github.com/rosarioborgesi/scaffold_eth2_tutorial",2,0
"pollersan/speedethereum-staking-dapp","speedethereum-staking-dapp","pollersan","https://github.com/pollersan/speedethereum-staking-dapp",0,0
"alexhu-chainlink/monad-demo-blob","monad-demo-blob","alexhu-chainlink","https://github.com/alexhu-chainlink/monad-demo-blob",0,0
"alexhu-chainlink/simple-chainlink-nft-faker","simple-chainlink-nft-faker","alexhu-chainlink","https://github.com/alexhu-chainlink/simple-chainlink-nft-faker",0,0
"prakhar17072004/TokenExchange","TokenExchange","prakhar17072004","https://github.com/prakhar17072004/TokenExchange",0,0
"0xOucan/MiPlata","MiPlata","0xOucan","https://github.com/0xOucan/MiPlata",0,0
"maxi-ht/wingz","wingz","maxi-ht","https://github.com/maxi-ht/wingz",0,0
"liz-durang/LearningPass-hackathon","LearningPass-hackathon","liz-durang","https://github.com/liz-durang/LearningPass-hackathon",0,0
"mariaelisaaraya/Ghostware","Ghostware","mariaelisaaraya","https://github.com/mariaelisaaraya/Ghostware",0,0
"youngancient/speedrun-nft","speedrun-nft","youngancient","https://github.com/youngancient/speedrun-nft",0,0
"Victor-Maverick/new_metis","new_metis","Victor-Maverick","https://github.com/Victor-Maverick/new_metis",0,0
"jsandinoDev/eth-pura-vida","eth-pura-vida","jsandinoDev","https://github.com/jsandinoDev/eth-pura-vida",0,0
"Cloakworks-collective/omnicastle_rootstock","omnicastle_rootstock","Cloakworks-collective","https://github.com/Cloakworks-collective/omnicastle_rootstock",0,0
"Cloakworks-collective/omnicastle_skale","omnicastle_skale","Cloakworks-collective","https://github.com/Cloakworks-collective/omnicastle_skale",0,0
"kgobin2000/carbon-wheel-v1","carbon-wheel-v1","kgobin2000","https://github.com/kgobin2000/carbon-wheel-v1",0,0
"Maheswaranx15/Scaffold-eth","Scaffold-eth","Maheswaranx15","https://github.com/Maheswaranx15/Scaffold-eth",0,0
"arvindkalra/SmartBridge","SmartBridge","arvindkalra","https://github.com/arvindkalra/SmartBridge",0,0
"InduwaraGunasena/challenge-0-simple-nft","challenge-0-simple-nft","InduwaraGunasena","https://github.com/InduwaraGunasena/challenge-0-simple-nft",0,0
"ben-jamming-reilly/racoon-crypto-ai","racoon-crypto-ai","ben-jamming-reilly","https://github.com/ben-jamming-reilly/racoon-crypto-ai",1,0
"Cloakworks-collective/omnicastle_airdao","omnicastle_airdao","Cloakworks-collective","https://github.com/Cloakworks-collective/omnicastle_airdao",0,0
"1m1-github/question-mark-game-for-ethglobal-san-francisco-2024","question-mark-game-for-ethglobal-san-francisco-2024","1m1-github","https://github.com/1m1-github/question-mark-game-for-ethglobal-san-francisco-2024",1,2
"nooranasir/Build-on-Chain-24-Tribe.Yen","Build-on-Chain-24-Tribe.Yen","nooranasir","https://github.com/nooranasir/Build-on-Chain-24-Tribe.Yen",0,1
"keddisa/eth-messaging","eth-messaging","keddisa","https://github.com/keddisa/eth-messaging",0,0
"rergueta/ethglobal-sf","ethglobal-sf","rergueta","https://github.com/rergueta/ethglobal-sf",0,0
"jguthrie7/chimia-eth-global","chimia-eth-global","jguthrie7","https://github.com/jguthrie7/chimia-eth-global",0,0
"wanasim/ipfi-strategy","ipfi-strategy","wanasim","https://github.com/wanasim/ipfi-strategy",0,0
"zenbitETH/Axolovision","Axolovision","zenbitETH","https://github.com/zenbitETH/Axolovision",0,0
"fedeloterstein/ethglobal-sf","ethglobal-sf","fedeloterstein","https://github.com/fedeloterstein/ethglobal-sf",0,0
"amrrobb/ledger-lane-app","ledger-lane-app","amrrobb","https://github.com/amrrobb/ledger-lane-app",0,0
"DominiqueBuob/polymarket_analysis_v1","polymarket_analysis_v1","DominiqueBuob","https://github.com/DominiqueBuob/polymarket_analysis_v1",4,3
"JulioMCruz/Aurum","Aurum","JulioMCruz","https://github.com/JulioMCruz/Aurum",2,0
"JacobHomanics/ens-voicemail","ens-voicemail","JacobHomanics","https://github.com/JacobHomanics/ens-voicemail",0,0
"umharu/Avalanche_Dapp","Avalanche_Dapp","umharu","https://github.com/umharu/Avalanche_Dapp",0,0
"moetanahy/dazu-ethglobal","dazu-ethglobal","moetanahy","https://github.com/moetanahy/dazu-ethglobal",0,0
"PhatStraw/eth-sf-shopify","eth-sf-shopify","PhatStraw","https://github.com/PhatStraw/eth-sf-shopify",0,0
"ragingrahul/EarthCommons","EarthCommons","ragingrahul","https://github.com/ragingrahul/EarthCommons",0,0
"BuidlGuidl/batch10.buidlguidl.com","batch10.buidlguidl.com","BuidlGuidl","https://github.com/BuidlGuidl/batch10.buidlguidl.com",3,11
"flyingnobita/vvr-poc","vvr-poc","flyingnobita","https://github.com/flyingnobita/vvr-poc",0,0
"Noviembre880/front-toolskit-solidity","front-toolskit-solidity","Noviembre880","https://github.com/Noviembre880/front-toolskit-solidity",0,0
"metaholf/craftimweb-vcnft-monorepo","craftimweb-vcnft-monorepo","metaholf","https://github.com/metaholf/craftimweb-vcnft-monorepo",1,0
"ccolorado/MiPlata","MiPlata","ccolorado","https://github.com/ccolorado/MiPlata",0,0
"LamsyA/Blockgigs","Blockgigs","LamsyA","https://github.com/LamsyA/Blockgigs",0,0
"Admaing/MyCat","MyCat","Admaing","https://github.com/Admaing/MyCat",0,0
"MihRazvan/AthleteProof-ETHSofia","AthleteProof-ETHSofia","MihRazvan","https://github.com/MihRazvan/AthleteProof-ETHSofia",0,0
"blahkheart/eth-rwanda-hackathon-genesis","eth-rwanda-hackathon-genesis","blahkheart","https://github.com/blahkheart/eth-rwanda-hackathon-genesis",1,0
"johnrao23/speedrun-eth-challenge-1","speedrun-eth-challenge-1","johnrao23","https://github.com/johnrao23/speedrun-eth-challenge-1",0,0
"ishtails/meta-tokens","meta-tokens","ishtails","https://github.com/ishtails/meta-tokens",0,0
"sandragcarrillo/challenge-1-decentralized-staking","challenge-1-decentralized-staking","sandragcarrillo","https://github.com/sandragcarrillo/challenge-1-decentralized-staking",0,0
"codingshot/crowded-fund","crowded-fund","codingshot","https://github.com/codingshot/crowded-fund",1,0
"blockchain-guru-web3/events-manager","events-manager","blockchain-guru-web3","https://github.com/blockchain-guru-web3/events-manager",0,0
"Poom5741/nft-mint","nft-mint","Poom5741","https://github.com/Poom5741/nft-mint",0,0
"ccalvarez/dim-sum-vault-frontend","dim-sum-vault-frontend","ccalvarez","https://github.com/ccalvarez/dim-sum-vault-frontend",0,0
"bluehat8/cuchulink-mvp-base","cuchulink-mvp-base","bluehat8","https://github.com/bluehat8/cuchulink-mvp-base",0,0
"luloxi/BasedShop","BasedShop","luloxi","https://github.com/luloxi/BasedShop",1,0
"Plauto679/Bingo","Bingo","Plauto679","https://github.com/Plauto679/Bingo",0,0
"LuisDi98/Staking_DApp","Staking_DApp","LuisDi98","https://github.com/LuisDi98/Staking_DApp",0,1
"uratmangun/ao-tele","ao-tele","uratmangun","https://github.com/uratmangun/ao-tele",0,0
"uratmangun/cardano-tele","cardano-tele","uratmangun","https://github.com/uratmangun/cardano-tele",0,0
"Nith567/offRampBased","offRampBased","Nith567","https://github.com/Nith567/offRampBased",0,0
"uratmangun/starknet-tele","starknet-tele","uratmangun","https://github.com/uratmangun/starknet-tele",0,1
"technophile-04/MegaGoals","MegaGoals","technophile-04","https://github.com/technophile-04/MegaGoals",0,0
"jongamboa17/Marketplace","Marketplace","jongamboa17","https://github.com/jongamboa17/Marketplace",0,0
"elconder/hackaton-web3-blockchain","hackaton-web3-blockchain","elconder","https://github.com/elconder/hackaton-web3-blockchain",1,0
"DevBig-Tee/BuildH3R-Oct-Metis","BuildH3R-Oct-Metis","DevBig-Tee","https://github.com/DevBig-Tee/BuildH3R-Oct-Metis",0,0
"DevTrustGod/BuildH3R-Oct-Metis","BuildH3R-Oct-Metis","DevTrustGod","https://github.com/DevTrustGod/BuildH3R-Oct-Metis",0,0
"essienricch/BuildH3r-Oct-Metis","BuildH3r-Oct-Metis","essienricch","https://github.com/essienricch/BuildH3r-Oct-Metis",0,0
"JairoDiaz1412/Blockchain-Hackathon-main","Blockchain-Hackathon-main","JairoDiaz1412","https://github.com/JairoDiaz1412/Blockchain-Hackathon-main",0,0
"Z3R0BYT3/DimSum_Protocol","DimSum_Protocol","Z3R0BYT3","https://github.com/Z3R0BYT3/DimSum_Protocol",1,1
"AnaSu570/Peaje-Digital","Peaje-Digital","AnaSu570","https://github.com/AnaSu570/Peaje-Digital",0,0
"Danielsz29/Cafeteria-Imperial","Cafeteria-Imperial","Danielsz29","https://github.com/Danielsz29/Cafeteria-Imperial",0,0
"veromassera/speedrun_challenge-0-simple-nft","speedrun_challenge-0-simple-nft","veromassera","https://github.com/veromassera/speedrun_challenge-0-simple-nft",0,0
"IB2015/BUILDH3R_Oct_Metis","BUILDH3R_Oct_Metis","IB2015","https://github.com/IB2015/BUILDH3R_Oct_Metis",0,0
"jsandinoDev/nft_marketplace_cr","nft_marketplace_cr","jsandinoDev","https://github.com/jsandinoDev/nft_marketplace_cr",0,2
"JairoDiaz1412/Blockchain-Hackathon","Blockchain-Hackathon","JairoDiaz1412","https://github.com/JairoDiaz1412/Blockchain-Hackathon",0,0
"koikiss-dev/3Network","3Network","koikiss-dev","https://github.com/koikiss-dev/3Network",0,0
"JairoDiaz1412/Transparencia-cadena-suministros","Transparencia-cadena-suministros","JairoDiaz1412","https://github.com/JairoDiaz1412/Transparencia-cadena-suministros",0,0
"iBrainiac/ethscarfoldSEA","ethscarfoldSEA","iBrainiac","https://github.com/iBrainiac/ethscarfoldSEA",0,0
"AazimAnish/aurum-chain","aurum-chain","AazimAnish","https://github.com/AazimAnish/aurum-chain",0,0
"metalboyrick/onchain-scholar","onchain-scholar","metalboyrick","https://github.com/metalboyrick/onchain-scholar",0,0
"ccalvarez/foundry-poc","foundry-poc","ccalvarez","https://github.com/ccalvarez/foundry-poc",0,0
"CaessarCZX/FUSDT","FUSDT","CaessarCZX","https://github.com/CaessarCZX/FUSDT",1,0
"volkanguneri/ScamHunterToken_Hardhat","ScamHunterToken_Hardhat","volkanguneri","https://github.com/volkanguneri/ScamHunterToken_Hardhat",1,0
"LeonDavidZipp/Permit2ApprovalNFTs","Permit2ApprovalNFTs","LeonDavidZipp","https://github.com/LeonDavidZipp/Permit2ApprovalNFTs",1,0
"Philipodey/october_metis_deployment","october_metis_deployment","Philipodey","https://github.com/Philipodey/october_metis_deployment",0,0
"Abidoyesimze/Dice-game","Dice-game","Abidoyesimze","https://github.com/Abidoyesimze/Dice-game",1,0
"remingtony31/SCROLLY","SCROLLY","remingtony31","https://github.com/remingtony31/SCROLLY",0,0
"godspowerufot/Metis-Workshop","Metis-Workshop","godspowerufot","https://github.com/godspowerufot/Metis-Workshop",0,0
"n3la88/challenge-3-dice-game","challenge-3-dice-game","n3la88","https://github.com/n3la88/challenge-3-dice-game",0,0
"JacobHomanics/farcastles-pfp","farcastles-pfp","JacobHomanics","https://github.com/JacobHomanics/farcastles-pfp",0,0
"Abidoyesimze/Digital-currency","Digital-currency","Abidoyesimze","https://github.com/Abidoyesimze/Digital-currency",1,0
"artugro/mercado-santa-fe-frontend","mercado-santa-fe-frontend","artugro","https://github.com/artugro/mercado-santa-fe-frontend",1,1
"anandrajaram21/decentralized-voting","decentralized-voting","anandrajaram21","https://github.com/anandrajaram21/decentralized-voting",0,0
"michaelgreen06/speedrun_ethereum","speedrun_ethereum","michaelgreen06","https://github.com/michaelgreen06/speedrun_ethereum",0,0
"RafaelCaso/jam-session-beta","jam-session-beta","RafaelCaso","https://github.com/RafaelCaso/jam-session-beta",0,0
"mashami/blockChain_practice_1","blockChain_practice_1","mashami","https://github.com/mashami/blockChain_practice_1",0,0
"Abidoyesimze/Staker","Staker","Abidoyesimze","https://github.com/Abidoyesimze/Staker",1,0
"credbull/credbull-defi","credbull-defi","credbull","https://github.com/credbull/credbull-defi",7,0
"aktary/DAO-Tao","DAO-Tao","aktary","https://github.com/aktary/DAO-Tao",0,2
"kcmikee/challenge-0-simple-nft","challenge-0-simple-nft","kcmikee","https://github.com/kcmikee/challenge-0-simple-nft",0,0
"Michael-Nwachukwu/staking-dapp","staking-dapp","Michael-Nwachukwu","https://github.com/Michael-Nwachukwu/staking-dapp",0,0
"Michael-Nwachukwu/simple-Nft-mint","simple-Nft-mint","Michael-Nwachukwu","https://github.com/Michael-Nwachukwu/simple-Nft-mint",0,0
"artumarinn/scaffold-eth","scaffold-eth","artumarinn","https://github.com/artumarinn/scaffold-eth",0,0
"AresBahar/October-Metis-Workshop","October-Metis-Workshop","AresBahar","https://github.com/AresBahar/October-Metis-Workshop",0,0
"randallbrenes/jwr-token-staking","jwr-token-staking","randallbrenes","https://github.com/randallbrenes/jwr-token-staking",0,2
"decebal/eth-crowdsale","eth-crowdsale","decebal","https://github.com/decebal/eth-crowdsale",0,0
"Kaustubh-404/DEFI-Puppy","DEFI-Puppy","Kaustubh-404","https://github.com/Kaustubh-404/DEFI-Puppy",0,2
"portdeveloper/scaffold-pwa-old","scaffold-pwa-old","portdeveloper","https://github.com/portdeveloper/scaffold-pwa-old",3,1
"scobru/SE-2Gun-extension","SE-2Gun-extension","scobru","https://github.com/scobru/SE-2Gun-extension",0,0
"JustAnotherDevv/ZkSnitch","ZkSnitch","JustAnotherDevv","https://github.com/JustAnotherDevv/ZkSnitch",0,0
"kinghonest45/Defi_Puppy","Defi_Puppy","kinghonest45","https://github.com/kinghonest45/Defi_Puppy",0,1
"vick2592/CharlieBull","CharlieBull","vick2592","https://github.com/vick2592/CharlieBull",0,0
"janijesse/MetisDapp","MetisDapp","janijesse","https://github.com/janijesse/MetisDapp",0,0
"svub/nunya","nunya","svub","https://github.com/svub/nunya",2,0
"ngjupeng/fyp","fyp","ngjupeng","https://github.com/ngjupeng/fyp",1,1
"bitcryptodev/Neo-art","Neo-art","bitcryptodev","https://github.com/bitcryptodev/Neo-art",0,0
"matteocelani/zeroKey","zeroKey","matteocelani","https://github.com/matteocelani/zeroKey",0,1
"newbienorbie/evolth-ethkl","evolth-ethkl","newbienorbie","https://github.com/newbienorbie/evolth-ethkl",0,0
"ialberquilla/ethrome","ethrome","ialberquilla","https://github.com/ialberquilla/ethrome",0,0
"FF-20/arichain-scaffold","arichain-scaffold","FF-20","https://github.com/FF-20/arichain-scaffold",0,0
"n3la88/challenge-2-token-vendor","challenge-2-token-vendor","n3la88","https://github.com/n3la88/challenge-2-token-vendor",0,0
"n3la88/challenge-1-decentralized-staking","challenge-1-decentralized-staking","n3la88","https://github.com/n3la88/challenge-1-decentralized-staking",0,0
"n3la88/challenge-0-simple-nft","challenge-0-simple-nft","n3la88","https://github.com/n3la88/challenge-0-simple-nft",0,0
"Jachokoreto/ethkl24-wanderers","ethkl24-wanderers","Jachokoreto","https://github.com/Jachokoreto/ethkl24-wanderers",1,0
"petermlyon/bddb","bddb","petermlyon","https://github.com/petermlyon/bddb",0,0
"ppezzull/ETHRome2024","ETHRome2024","ppezzull","https://github.com/ppezzull/ETHRome2024",0,0
"CreedsCode/ETHRome-ShipList-24","ETHRome-ShipList-24","CreedsCode","https://github.com/CreedsCode/ETHRome-ShipList-24",0,0
"lzmrd/EthRome24","EthRome24","lzmrd","https://github.com/lzmrd/EthRome24",0,0
"MihRazvan/SHIELDSPACE-ETHRome","SHIELDSPACE-ETHRome","MihRazvan","https://github.com/MihRazvan/SHIELDSPACE-ETHRome",0,1
"workbzw/my-heroes","my-heroes","workbzw","https://github.com/workbzw/my-heroes",0,0
"RubenSousaDinis/onchain-advent","onchain-advent","RubenSousaDinis","https://github.com/RubenSousaDinis/onchain-advent",1,0
"0xfynnix/block-bio","block-bio","0xfynnix","https://github.com/0xfynnix/block-bio",1,0
"akinwunmi-akinrimisi/speedrun-challenge-3","speedrun-challenge-3","akinwunmi-akinrimisi","https://github.com/akinwunmi-akinrimisi/speedrun-challenge-3",0,0
"Sailboat265/ethkl24-acta-fundhive","ethkl24-acta-fundhive","Sailboat265","https://github.com/Sailboat265/ethkl24-acta-fundhive",0,0
"akinwunmi-akinrimisi/speedrun-challenge-0","speedrun-challenge-0","akinwunmi-akinrimisi","https://github.com/akinwunmi-akinrimisi/speedrun-challenge-0",0,0
"ymjrcc/ciciswap","ciciswap","ymjrcc","https://github.com/ymjrcc/ciciswap",0,0
"FIL-Builders/fil-frame","fil-frame","FIL-Builders","https://github.com/FIL-Builders/fil-frame",19,14
"MaiCVCR/liquidity-proof","liquidity-proof","MaiCVCR","https://github.com/MaiCVCR/liquidity-proof",1,0
"hdevelopergit/splitcoin","splitcoin","hdevelopergit","https://github.com/hdevelopergit/splitcoin",0,0
"technophile-04/test-se-2-debugger","test-se-2-debugger","technophile-04","https://github.com/technophile-04/test-se-2-debugger",0,0
"RomThpt/First-challenge-stake-speedrun-eth","First-challenge-stake-speedrun-eth","RomThpt","https://github.com/RomThpt/First-challenge-stake-speedrun-eth",0,0
"vasyabedolagin34/miniature-giggle","miniature-giggle","vasyabedolagin34","https://github.com/vasyabedolagin34/miniature-giggle",0,0
"Philipodey/metis_deployment","metis_deployment","Philipodey","https://github.com/Philipodey/metis_deployment",0,0
"murtazaai/scafold-eth-2","scafold-eth-2","murtazaai","https://github.com/murtazaai/scafold-eth-2",0,0
"technophile-04/zpass-sdk-test","zpass-sdk-test","technophile-04","https://github.com/technophile-04/zpass-sdk-test",0,4
"navy0110/herdaoexample","herdaoexample","navy0110","https://github.com/navy0110/herdaoexample",0,0
"metana-bootcamp/raw-tx","raw-tx","metana-bootcamp","https://github.com/metana-bootcamp/raw-tx",0,0
"XDND784/scaffold-eth-2","scaffold-eth-2","XDND784","https://github.com/XDND784/scaffold-eth-2",0,0
"web3reviewer/mutualfund","mutualfund","web3reviewer","https://github.com/web3reviewer/mutualfund",0,0
"twilwa/web3-no-bullshit","web3-no-bullshit","twilwa","https://github.com/twilwa/web3-no-bullshit",0,0
"twilwa/web3-bs-erc20","web3-bs-erc20","twilwa","https://github.com/twilwa/web3-bs-erc20",0,0
"mp-web3/scaffold-eth-substreams","scaffold-eth-substreams","mp-web3","https://github.com/mp-web3/scaffold-eth-substreams",0,0
"JacobHomanicsOrganization/engagement.vision","engagement.vision","JacobHomanicsOrganization","https://github.com/JacobHomanicsOrganization/engagement.vision",3,1
"twilwa/web3-without-the-bullshit-ck","web3-without-the-bullshit-ck","twilwa","https://github.com/twilwa/web3-without-the-bullshit-ck",0,0
"brolag/eusd","eusd","brolag","https://github.com/brolag/eusd",0,2
"tokenlin/monad-demo","monad-demo","tokenlin","https://github.com/tokenlin/monad-demo",6,11
"uratmangun/farcastle-composer","farcastle-composer","uratmangun","https://github.com/uratmangun/farcastle-composer",0,0
"RafaelPCoelho/fwt-aulas","fwt-aulas","RafaelPCoelho","https://github.com/RafaelPCoelho/fwt-aulas",0,0
"grossiwm/InfiniToken","InfiniToken","grossiwm","https://github.com/grossiwm/InfiniToken",1,1
"thepablosantos/dojov2","dojov2","thepablosantos","https://github.com/thepablosantos/dojov2",0,0
"Superior212/speedrunethereum","speedrunethereum","Superior212","https://github.com/Superior212/speedrunethereum",0,0
"randallbrenes/speedrunethereum-challenge-0","speedrunethereum-challenge-0","randallbrenes","https://github.com/randallbrenes/speedrunethereum-challenge-0",0,0
"Scaffold-Stark/scaffold-eth-stark","scaffold-eth-stark","Scaffold-Stark","https://github.com/Scaffold-Stark/scaffold-eth-stark",7,2
"blaze00193/SimpleNFT","SimpleNFT","blaze00193","https://github.com/blaze00193/SimpleNFT",5,0
"alfonsotech/doggieDAO","doggieDAO","alfonsotech","https://github.com/alfonsotech/doggieDAO",0,0
"twilwa/web3-without-the-bullshit","web3-without-the-bullshit","twilwa","https://github.com/twilwa/web3-without-the-bullshit",1,0
"AroicX/dice-game","dice-game","AroicX","https://github.com/AroicX/dice-game",0,0
"uratmangun/living-knowledge-telegram-bot","living-knowledge-telegram-bot","uratmangun","https://github.com/uratmangun/living-knowledge-telegram-bot",1,0
"Lukman-01/ETH-Speed-Run-Challenge","ETH-Speed-Run-Challenge","Lukman-01","https://github.com/Lukman-01/ETH-Speed-Run-Challenge",0,0
"AazimAnish/flip-a-bitcoin","flip-a-bitcoin","AazimAnish","https://github.com/AazimAnish/flip-a-bitcoin",0,0
"AroicX/token-vendor","token-vendor","AroicX","https://github.com/AroicX/token-vendor",1,0
"decebal/dex-aggregate-base","dex-aggregate-base","decebal","https://github.com/decebal/dex-aggregate-base",0,0
"huahuahua1223/NFTMarket","NFTMarket","huahuahua1223","https://github.com/huahuahua1223/NFTMarket",3,0
"Sergej-N-Chagovets/chser-scaffold-eth-2","chser-scaffold-eth-2","Sergej-N-Chagovets","https://github.com/Sergej-N-Chagovets/chser-scaffold-eth-2",0,0
"michojekunle/speed-run-ethereum-challenges","speed-run-ethereum-challenges","michojekunle","https://github.com/michojekunle/speed-run-ethereum-challenges",0,0
"xendfinance/assetchain-web-starterkit","assetchain-web-starterkit","xendfinance","https://github.com/xendfinance/assetchain-web-starterkit",0,0
"AroicX/defi-staking-app","defi-staking-app","AroicX","https://github.com/AroicX/defi-staking-app",0,0
"khoikhtn/Conflux_CDP","Conflux_CDP","khoikhtn","https://github.com/khoikhtn/Conflux_CDP",0,0
"olivmath/fwt","fwt","olivmath","https://github.com/olivmath/fwt",18,10
"Ahmedborwin/ALVO","ALVO","Ahmedborwin","https://github.com/Ahmedborwin/ALVO",0,0
"DevIsraelHub/spg","spg","DevIsraelHub","https://github.com/DevIsraelHub/spg",1,0
"Ntlele/AFFILIATE","AFFILIATE","Ntlele","https://github.com/Ntlele/AFFILIATE",0,0
"eesuhn/decentrust","decentrust","eesuhn","https://github.com/eesuhn/decentrust",0,1
"thachawit/factify","factify","thachawit","https://github.com/thachawit/factify",0,0
"KcPele/chain_education","chain_education","KcPele","https://github.com/KcPele/chain_education",0,0
"camdengrieh/rootstock-fun-hackathon","rootstock-fun-hackathon","camdengrieh","https://github.com/camdengrieh/rootstock-fun-hackathon",0,0
"deepakdecrypt/scaffold-eth","scaffold-eth","deepakdecrypt","https://github.com/deepakdecrypt/scaffold-eth",0,0
"camdengrieh/community-maker","community-maker","camdengrieh","https://github.com/camdengrieh/community-maker",0,0
"encode4all/finalProject","finalProject","encode4all","https://github.com/encode4all/finalProject",1,1
"CaessarCZX/3FProject","3FProject","CaessarCZX","https://github.com/CaessarCZX/3FProject",2,1
"khairultruestory/StoryChain","StoryChain","khairultruestory","https://github.com/khairultruestory/StoryChain",0,0
"4rjunc/StakeStep","StakeStep","4rjunc","https://github.com/4rjunc/StakeStep",0,1
"AlexTheLion123/astrabit-bot-interface","astrabit-bot-interface","AlexTheLion123","https://github.com/AlexTheLion123/astrabit-bot-interface",0,0
"hcheng826/dark-forest-fhe","dark-forest-fhe","hcheng826","https://github.com/hcheng826/dark-forest-fhe",0,0
"zherring/chaos-contracts2","chaos-contracts2","zherring","https://github.com/zherring/chaos-contracts2",0,0
"omgbbqhaxx/cgoods","cgoods","omgbbqhaxx","https://github.com/omgbbqhaxx/cgoods",1,0
"jjhbk/dtrust","dtrust","jjhbk","https://github.com/jjhbk/dtrust",0,0
"asjasj3964/My-NFT-Marketplace","My-NFT-Marketplace","asjasj3964","https://github.com/asjasj3964/My-NFT-Marketplace",0,0
"sngwonkim/sngwon-rg-dapps","sngwon-rg-dapps","sngwonkim","https://github.com/sngwonkim/sngwon-rg-dapps",0,0
"social-dist0rtion-protocol/thc","thc","social-dist0rtion-protocol","https://github.com/social-dist0rtion-protocol/thc",21,8
"camdengrieh/ludo-onchain","ludo-onchain","camdengrieh","https://github.com/camdengrieh/ludo-onchain",0,0
"KamoheloKoali/web3-hackathon","web3-hackathon","KamoheloKoali","https://github.com/KamoheloKoali/web3-hackathon",1,0
"jaerius/LudiumNFTMarket","LudiumNFTMarket","jaerius","https://github.com/jaerius/LudiumNFTMarket",0,0
"LouDriu/staker-solidity","staker-solidity","LouDriu","https://github.com/LouDriu/staker-solidity",0,0
"Ursulovic/speed-run-eth","speed-run-eth","Ursulovic","https://github.com/Ursulovic/speed-run-eth",0,0
"Shrey123ansh/Starter-Code-for-Scafflod","Starter-Code-for-Scafflod","Shrey123ansh","https://github.com/Shrey123ansh/Starter-Code-for-Scafflod",0,0
"Exquisite152/BUILDH3R_Sept_Metis","BUILDH3R_Sept_Metis","Exquisite152","https://github.com/Exquisite152/BUILDH3R_Sept_Metis",0,0
"Yisaterese/buildher_metis_task","buildher_metis_task","Yisaterese","https://github.com/Yisaterese/buildher_metis_task",0,0
